benchmark,iteration,ci
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1250,"(0.5849156638890762, 1.0103332475218918)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1300,"(0.49706028635565414, 0.9357525214357225)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1350,"(0.5600614518653363, 1.0289565752523628)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1400,"(0.5562625142137042, 0.9425487551057191)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1450,"(0.5762508026206793, 0.9582664691694556)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1500,"(0.4611799456234697, 0.8399271164556706)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1550,"(0.5797526273644915, 0.9937625026466)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1600,"(0.6879530362249763, 1.1722374445190435)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1650,"(0.522366944459508, 0.9728773577599679)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1700,"(0.3002460451288627, 0.7329969014573728)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1750,"(0.6525300918725528, 1.2141435126980307)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1800,"(0.7930346439357641, 1.4017415023630377)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1850,"(0.6201090082889682, 1.2417670001946024)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1900,"(0.7471520714744022, 1.3447868293157594)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1950,"(0.5607974334117982, 1.1081882988233696)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2000,"(0.573988727531785, 1.3509209403285578)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2050,"(0.4672022063465926, 0.849936340290958)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2100,"(0.5574736886432665, 0.9895176669550616)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2150,"(0.5392378765865021, 0.965974084294789)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2200,"(0.8125198873779338, 1.3315011456084052)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2250,"(0.5925971869028153, 1.1281224847951925)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2300,"(0.6276125103978779, 1.1523245532177322)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2350,"(0.6213285605548758, 1.231462479291688)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2400,"(0.801134639999241, 1.4202369523928808)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2450,"(0.6811045214385182, 1.2654282892706847)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2500,"(0.5921353951707631, 1.176191054504056)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2550,"(0.8184515121714103, 1.5034039134496409)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2600,"(0.7953198700182421, 1.463987112606423)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2650,"(0.5057878621549945, 1.0247553229895876)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2700,"(0.7137484921462947, 1.250356134968959)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2750,"(0.3930048961650719, 0.9405393409690245)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2800,"(0.5581038991924471, 1.142755715993331)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2850,"(0.6258916599133069, 1.1823161719843904)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2900,"(0.8561726992124029, 1.4990553837598732)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2950,"(1.0144421088378952, 1.6473877031230835)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,0,"(1.265804011824252, 1.9615720944733024)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,50,"(1.1669636543609851, 2.165948601910071)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,100,"(1.063368296797561, 1.2138136427623842)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,150,"(1.0189676677929453, 1.1045191233664293)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,200,"(0.9708543156423038, 1.0149067669030127)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,250,"(1.0760904449703552, 1.311941476624327)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,300,"(1.0078211946871136, 1.6552637473429732)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,350,"(0.9935764873971853, 1.044580382402706)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,400,"(1.0389855137869548, 1.1815458811085748)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,450,"(0.9698291201247224, 1.019718035275834)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,500,"(1.0353142222764842, 1.1289978215347363)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,550,"(1.0093038703459893, 1.089767811073089)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,600,"(1.0007225402354103, 1.5997761329346871)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,650,"(0.9753078575698018, 1.0321186053937845)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,700,"(0.9646530396697927, 1.0061505402966286)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,750,"(0.9841685652255415, 1.0321369259657671)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,800,"(0.9849823231297694, 1.0493469054850344)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,850,"(0.9802113469891579, 1.7571692633276215)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,900,"(0.9825680171182235, 1.0414012615664505)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,950,"(0.9632960232226583, 1.0047153143264005)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1000,"(0.9597436494585773, 1.0013970987013527)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1050,"(0.9610660248983721, 1.0015292641092868)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1100,"(0.9614131135474857, 1.0020346712318857)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1150,"(0.989295350101645, 1.0461733118779755)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1200,"(0.9850413722040463, 1.059664007144824)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1250,"(0.9729263342471164, 1.0225805862593043)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1300,"(0.9775408858455055, 1.0327042986636523)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1350,"(0.9675253168786363, 1.0156385813363489)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1400,"(0.9611401689831631, 1.002271808166495)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1450,"(0.9682789355642772, 1.0212408828343156)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1500,"(0.9655290015680412, 1.0062495132090505)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1550,"(0.9626884925816033, 1.0042929895319481)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1600,"(0.9582991354955123, 0.9983189548781707)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1650,"(0.960575874092609, 1.000112615027879)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1700,"(0.9549741369241115, 0.9955233697391995)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1750,"(0.9712282987090828, 1.0218884930401095)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1800,"(0.9896468478002712, 1.057643141937322)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1850,"(0.9905800085801888, 1.062982647420986)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1900,"(0.9661492366512151, 1.20923061890524)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1950,"(0.9715661809151006, 1.0184025582327472)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2000,"(0.9752003211643905, 1.0322323452059905)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2050,"(0.9828817760607061, 1.0872649847852471)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2100,"(0.9921529767755127, 1.0644671835544286)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2150,"(0.9714947811582997, 1.0226781693714162)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2200,"(0.976853907008932, 1.052964583524416)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2250,"(0.9661316615095723, 1.0164014988727945)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2300,"(0.9654533999223023, 1.0054981486118766)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2350,"(0.962620249536321, 1.003582639792747)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2400,"(0.9698867466196193, 1.0116042727047734)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2450,"(0.9650553144110311, 1.0066328205976403)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2500,"(0.9763318615690812, 1.0296742386193316)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2550,"(0.9655620224229883, 1.0269841483915865)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2600,"(0.9758561337157436, 1.4279084992836386)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2650,"(0.9705750479319278, 1.0190227871595874)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2700,"(0.9774977350458319, 1.0436276234854067)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2750,"(0.9750827149513298, 1.0899776136522104)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2800,"(1.0285179092146892, 1.1174806486016473)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2850,"(1.023882076067387, 1.1275401299037333)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2900,"(0.9987706700446222, 1.1463495267781616)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2950,"(1.0213775748314835, 1.4149249309151852)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,0,"(1.0456540885734955, 1.3928107887240555)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,50,"(0.9901481226325342, 1.0219986926564715)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,100,"(0.9791996234258082, 0.9973771956125032)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,150,"(0.9721988563461728, 0.990670091855036)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,200,"(0.9674319396757516, 0.9806521874573357)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,250,"(0.9638216895457572, 0.9695899583941987)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,300,"(0.9643610372524533, 0.9722978934533841)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,350,"(0.9615543970830516, 0.9666430234733501)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,400,"(0.9625538737564293, 0.9698729218943182)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,450,"(0.9790752435995345, 0.9977965409804477)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,500,"(0.9788618957381056, 0.9903593021105845)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,550,"(0.963099928218191, 0.9680189976779481)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,600,"(0.9618742684327094, 0.9679085631212698)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,650,"(0.9617059179570261, 0.9678885388902736)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,700,"(0.9607152944455786, 0.9667455747922369)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,750,"(0.9639054214300992, 0.9706958344358524)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,800,"(0.9605777956720545, 0.9654158802277545)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,850,"(1.0025069902109314, 1.0436098407686965)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,900,"(0.9624381233674236, 0.9677051942192874)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,950,"(0.9606919058775603, 0.9659012730202933)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,1000,"(0.9622846314189735, 0.9666324624325462)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,1050,"(0.9651043249942857, 0.9724946095924121)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,1100,"(0.9611746085442324, 0.966947337548604)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,1150,"(0.9633470690836531, 0.9688771452997327)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,1200,"(0.9619115175489662, 0.9671882940667583)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,1250,"(0.9618892719058579, 0.967037287089573)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,1300,"(0.9616601293973401, 0.9666285191527996)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,1350,"(0.9618228972267346, 0.9673282974448243)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,1400,"(0.9609721930744402, 0.9668487632694452)"
