benchmark,technique,ci
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple#configFileName=perf5AsyncApndMpscQWithLoc-noOpAppender.xml,Divergence,"(0.9841984440846928, 1.0616786560989666)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock#,Dev,"(0.8917650378131153, 1.0257093685926237)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock#,Ci,"(0.8912652651364147, 1.0329702315017466)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock#,Cov,"(0.9154600361707286, 1.033585122239312)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock#,Divergence,"(0.9258844233810796, 1.0420077321159735)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput7Params#,Dev,"(0.9473877195892079, 1.0460348650603084)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput7Params#,Ci,"(0.9358729334936202, 1.0715116544987684)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput7Params#,Cov,"(0.919668665982173, 1.0929773113645258)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput7Params#,Divergence,"(0.956143085062409, 1.0174949918148424)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble#,Dev,"(0.9556049338330039, 1.0317912708781758)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble#,Ci,"(0.9603209572686215, 1.0352503753949243)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble#,Cov,"(0.9278670666296019, 1.0006658662804642)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble#,Divergence,"(0.9568588732924526, 1.033517663237616)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderRewrite#,Dev,"(0.9213446890810383, 1.0320710520155758)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderRewrite#,Ci,"(0.9303391195001923, 1.0182017956621316)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderRewrite#,Cov,"(0.9319512643838916, 1.0383711189946552)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderRewrite#,Divergence,"(0.9677064736688947, 1.125401195360591)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.OutputBenchmark.redirect#,Dev,"(0.987053791627224, 1.0174132897212782)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.OutputBenchmark.redirect#,Ci,"(0.9961253114394418, 1.0210336721141997)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.OutputBenchmark.redirect#,Cov,"(0.9608267430048573, 0.9873610572222499)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.OutputBenchmark.redirect#,Divergence,"(0.9687356054302483, 0.9954407484356124)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput11Params#,Dev,"(0.9064208143074483, 1.0212142590486928)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput11Params#,Ci,"(0.9017631673731704, 1.0119241687409946)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput11Params#,Cov,"(0.9794060760228934, 1.0807260072299865)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput11Params#,Divergence,"(0.9699995470143711, 1.0611640931114665)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.liteCustomJsonLayout#,Dev,"(0.9826073952224156, 1.0425193290529249)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.liteCustomJsonLayout#,Ci,"(0.9858468790695989, 1.0666096486635754)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.liteCustomJsonLayout#,Cov,"(1.0020798017081354, 1.056562558197182)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.liteCustomJsonLayout#,Divergence,"(0.9936192011399182, 1.0581883967340382)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicDebugStringConcatenation#,Dev,"(0.8923751727585015, 1.0635344799599493)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicDebugStringConcatenation#,Ci,"(0.8959399009889465, 1.0721119243017034)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicDebugStringConcatenation#,Cov,"(0.9226618583155136, 1.1840334000052868)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicDebugStringConcatenation#,Divergence,"(1.0594643822086083, 1.3705145257207456)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fastDateFormat#,Dev,"(0.9074318288571, 1.072484460521773)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fastDateFormat#,Ci,"(0.9080748801839863, 1.168548700966373)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fastDateFormat#,Cov,"(0.877908922838164, 1.0167929151717479)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fastDateFormat#,Divergence,"(1.0136235623387198, 1.3553850506858818)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD#,Dev,"(0.947218049645171, 1.1617467813239304)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD#,Ci,"(0.9496099716713067, 1.6814865713315954)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD#,Cov,"(0.9811550994205865, 1.4916865412339249)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD#,Divergence,"(0.978994865196195, 1.341693063911913)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.fullCustomJsonLayout#,Dev,"(0.9831153865006547, 1.0322423473048512)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.fullCustomJsonLayout#,Ci,"(0.978087822839936, 1.0305151158321046)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.fullCustomJsonLayout#,Cov,"(0.9902987359331321, 1.0312750040897884)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.fullCustomJsonLayout#,Divergence,"(1.020216722240194, 1.0639205649882542)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.simpleThrowable#loggingConfiguration=LOG4J2_THROWABLE_ASYNC,Dev,"(0.0515557634853243, 0.05835350341976843)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.simpleThrowable#loggingConfiguration=LOG4J2_THROWABLE_ASYNC,Ci,"(0.061097508624076986, 0.12541861588675987)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.simpleThrowable#loggingConfiguration=LOG4J2_THROWABLE_ASYNC,Cov,"(0.06164403698471404, 0.07131162663819245)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.simpleThrowable#loggingConfiguration=LOG4J2_THROWABLE_ASYNC,Divergence,"(0.05823523502503771, 0.07884679759910973)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,Dev,"(1.2556071599766725, 1.5204520906366266)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,Ci,"(0.9522220137222127, 1.2247055316923767)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,Cov,"(1.0340621380190216, 1.354542178870702)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties#count=500&threadContextMapAlias=NoGcOpenHash,Divergence,"(1.018535877011417, 1.2012719283047153)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine#,Dev,"(0.9346304245060252, 1.2676602708013642)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine#,Ci,"(0.9478237903094036, 2.334840436574051)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine#,Cov,"(0.9173351683985563, 1.0275603440233214)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine#,Divergence,"(0.9342655203528788, 1.0323242780771222)"
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalLongCached#,Dev,"(0.9908235157564281, 1.0229746884119972)"
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalLongCached#,Ci,"(0.992641688185395, 1.0244120604809317)"
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalLongCached#,Cov,"(0.9989403547346944, 1.0326375133062629)"
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalLongCached#,Divergence,"(0.9942370653561733, 1.0289309341319774)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructLong#,Dev,"(0.9840152510586074, 1.0236406818513184)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructLong#,Ci,"(0.9633542722521286, 1.0286372297534556)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructLong#,Cov,"(1.0604914357973936, 1.1489855686536092)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructLong#,Divergence,"(0.992366303774828, 1.0750182243285398)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testReadMessage1GraphSON#,Dev,"(1.0727474254373122, 1.1172209519647798)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testReadMessage1GraphSON#,Ci,"(0.9638302603963186, 1.010585209244161)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testReadMessage1GraphSON#,Cov,"(0.9647253514886266, 1.1180714245362742)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testReadMessage1GraphSON#,Divergence,"(1.0185569051161025, 1.1104428973618043)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.writeBytecode1#,Dev,"(1.0341287714159852, 1.1029729171260367)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.writeBytecode1#,Ci,"(0.9674748550898015, 1.0091234196398544)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.writeBytecode1#,Cov,"(1.0618487435650277, 1.6407869769994612)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.writeBytecode1#,Divergence,"(1.148688595863863, 1.498449689901426)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_outE_inV_outE_inV_outE_inV#,Dev,"(0.9671816231587397, 1.109838604783631)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_outE_inV_outE_inV_outE_inV#,Ci,"(1.0153467623410906, 1.1002501844131136)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_outE_inV_outE_inV_outE_inV#,Cov,"(1.097405341093402, 1.234957446569552)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_outE_inV_outE_inV_outE_inV#,Divergence,"(1.0500098443228176, 1.14693230374046)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVAddEWithPropsChained#,Dev,"(1.0335103835418955, 1.0596072040393658)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVAddEWithPropsChained#,Ci,"(0.9919766987658478, 1.0657029298471052)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVAddEWithPropsChained#,Cov,"(1.0577571687170992, 1.1069752729940674)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVAddEWithPropsChained#,Divergence,"(1.05030813420744, 1.1652731078526652)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphSONMapperBenchmark.readBytecode2#,Dev,"(1.0274563338677183, 1.0530845666382411)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphSONMapperBenchmark.readBytecode2#,Ci,"(0.9676033488462938, 0.9985062456777373)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphSONMapperBenchmark.readBytecode2#,Cov,"(0.9655210589446511, 1.0083415711733876)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphSONMapperBenchmark.readBytecode2#,Divergence,"(1.0326728838983399, 1.1065596570295384)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVWithPropsChained#,Dev,"(0.9945111397370953, 1.0072676630062098)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVWithPropsChained#,Ci,"(0.9902591158936872, 1.0336116293715902)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVWithPropsChained#,Cov,"(1.074046389900015, 1.2046064987964222)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVWithPropsChained#,Divergence,"(1.0273816427518354, 1.0923898000120502)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_localXout_out_valuesXnameX_foldX#,Dev,"(1.0084762375586913, 1.0456683852555602)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_localXout_out_valuesXnameX_foldX#,Ci,"(1.0027307305233786, 1.0253977046005838)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_localXout_out_valuesXnameX_foldX#,Cov,"(1.0918763374108682, 1.2447677379870241)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_localXout_out_valuesXnameX_foldX#,Divergence,"(1.0180855620645788, 1.0639285422197235)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.readP1#,Dev,"(1.0281714140916014, 1.0898680593632524)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.readP1#,Ci,"(0.9644123796130835, 1.0108508909164857)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.readP1#,Cov,"(1.0652342163766328, 1.192272978267729)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.readP1#,Divergence,"(1.0908083999181954, 1.2787725615211436)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructMediumWithBindings#,Dev,"(0.9873979438592577, 1.0227649299923829)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructMediumWithBindings#,Ci,"(0.9592197636180939, 1.0067336595593175)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructMediumWithBindings#,Cov,"(1.020824395963625, 1.1345675269210198)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructMediumWithBindings#,Divergence,"(1.0066341269845087, 1.0819516512253184)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_E_hasLabelXwrittenByX_whereXinV_inEXsungByX_count_isX0XX_subgraphXsgX#,Dev,"(0.984904299379178, 1.0285928861163092)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_E_hasLabelXwrittenByX_whereXinV_inEXsungByX_count_isX0XX_subgraphXsgX#,Ci,"(0.9777534449993153, 1.032195499628528)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_E_hasLabelXwrittenByX_whereXinV_inEXsungByX_count_isX0XX_subgraphXsgX#,Cov,"(1.0197168280419717, 1.0999870306033206)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_E_hasLabelXwrittenByX_whereXinV_inEXsungByX_count_isX0XX_subgraphXsgX#,Divergence,"(1.0435568124688004, 1.1106246428768847)"
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalShortNoCache#,Dev,"(0.4307628314776868, 1.6731563666849545)"
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalShortNoCache#,Ci,"(0.39346893734609584, 0.6287260310247688)"
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalShortNoCache#,Cov,"(0.2674865241837908, 0.44460193015996086)"
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalShortNoCache#,Divergence,"(0.2719549874911072, 0.38809456683055876)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_repeatXoutX_timesX2X#,Dev,"(0.9974188836686372, 1.0273129887128634)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_repeatXoutX_timesX2X#,Ci,"(0.9836883535646673, 1.0292795247265305)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_repeatXoutX_timesX2X#,Cov,"(1.0868989214188014, 1.224206190652421)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_repeatXoutX_timesX2X#,Divergence,"(1.048432255663008, 1.1213067909066374)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testWriteResponseBinary#,Dev,"(1.0135009747862482, 1.1135304537134105)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testWriteResponseBinary#,Ci,"(0.95897725514837, 1.0279783376550942)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testWriteResponseBinary#,Cov,"(1.0237686457160875, 1.1907389858844821)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testWriteResponseBinary#,Divergence,"(1.0428625116333825, 1.1572806637772715)"
apache__tinkerpop#org.apache.tinkerpop.jsr223.JavaTranslatorBenchmark.testTranslationWithStrategy#,Dev,"(0.985958406967906, 1.0421789956991623)"
apache__tinkerpop#org.apache.tinkerpop.jsr223.JavaTranslatorBenchmark.testTranslationWithStrategy#,Ci,"(0.9756640378712517, 1.0645596214699946)"
apache__tinkerpop#org.apache.tinkerpop.jsr223.JavaTranslatorBenchmark.testTranslationWithStrategy#,Cov,"(1.0101464202677997, 1.2047641662371935)"
